Sun: 1.0; 1.0; 5777.0
MU Cas: 4.657; 4.192; 14750.0
V69-47: 0.876; 1.316; 5945.0
YZ Cas: 2.308; 2.547; 9200.0
NGC188: 1.102; 1.425; 5900.0
zet Phe: 3.922; 2.853; 14550.0
